,name,category,address,star,comment,naver_services,station,out,meter,lines,walking_time
0,스테이크 슈퍼,"스테이크,립",서울 마포구 독막로7길 62 1층 스테이크 슈퍼,4.92,,"네이버예약,네이버톡톡",합정역,3번,490.0,"2호선,6호선",6.0
1,육지,"육류,고기요리",서울 마포구 독막로3길 34,4.77,,,합정역,3번,301.0,"2호선,6호선",4.0
2,바다회사랑2호점,생선회,서울 마포구 동교로 143,4.3,싱싱한 방어 먹으러 홍대 횟집,,홍대입구역,1번,535.0,"2호선,공항철도,경의중앙선",7.0
3,스페이스원 버거,햄버거,서울 마포구 와우산로21길 20-10 1층 스페이스원 수제버거,,,"네이버페이,네이버주문",홍대입구역,9번,479.0,"2호선,공항철도,경의중앙선",6.0
4,앤티크커피 연남점,"카페,디저트",서울 마포구 연희로 25-1 1층 앤티크커피,,,,홍대입구역,3번,384.0,"2호선,공항철도,경의중앙선",5.0
5,수택,"카페,디저트",서울 마포구 양화로7길 4-13 1층,,,,합정역,2번,109.0,"2호선,6호선",1.0
6,티엔미미 홍대점,중식당,서울 마포구 양화로 144 4층(L),,,,홍대입구역,9번,93.0,"2호선,공항철도,경의중앙선",1.0
7,우와,일식당,서울 마포구 와우산로21길 21-16 2층,4.45,,,홍대입구역,9번,628.0,"2호선,공항철도,경의중앙선",8.0
8,야키토리 나루토,"일식튀김,꼬치",서울 마포구 독막로9길 26 지1층 야키토리 나루토,4.89,오마카세 59초 안에 먹는 야키토리 맛집,네이버예약,상수역,1번,443.0,6호선,6.0
9,연남취향,양식,서울 마포구 연희로1길 36,,,,홍대입구역,3번,320.0,"2호선,공항철도,경의중앙선",4.0
10,우동 카덴,"우동,소바",서울 마포구 양화로7안길 2-1,4.24,맛있는 정호영 쉐프가 운영하는 합정역 우동,,합정역,2번,128.0,"2호선,6호선",2.0
11,오퍼 카페,"카페,디저트",서울 마포구 홍익로5길 19 오퍼베이커리카페,,,,홍대입구역,9번,306.0,"2호선,공항철도,경의중앙선",4.0
12,츠케루,일본식라면,서울 마포구 와우산로23길 9 1층 102호,4.63,일본보다 츠케멘 맛있는 라멘집,,홍대입구역,9번,338.0,"2호선,공항철도,경의중앙선",4.0
13,피오니,케이크전문,서울 마포구 독막로7길 51,4.43,홍대 딸기생크림 케이크 하면 생각나는 곳,,합정역,3번,452.0,"2호선,6호선",6.0
14,옥동식,국밥,서울 마포구 양화로7길 44-10,4.44,,,합정역,2번,304.0,"2호선,6호선",4.0
15,트라이브 홍대점,"카페,디저트",서울 마포구 어울마당로 100-12 지1층,,,,홍대입구역,9번,385.0,"2호선,공항철도,경의중앙선",5.0
16,산더미불고기,"육류,고기요리",서울 마포구 어울마당로 47,4.67,홍대 산처럼 쌓인 불고기 맛집,"네이버예약,배달,네이버톡톡",상수역,1번,370.0,6호선,5.0
17,쿠시노주방,이자카야,서울 마포구 동교로 218-1 지하1층 쿠시노주방,4.4,,,홍대입구역,3번,239.0,"2호선,공항철도,경의중앙선",3.0
18,스아게,카레,서울 마포구 와우산로29라길 7 1층,4.61,,,홍대입구역,7번,227.0,"2호선,공항철도,경의중앙선",3.0
19,아벨롭,카페,서울 마포구 양화로15안길 6 Avelop,,,,홍대입구역,1번,468.0,"2호선,공항철도,경의중앙선",6.0
20,청록양식,"스파게티,파스타전문",서울 마포구 동교로 220-7 1층 청록양식,4.76,,네이버예약,홍대입구역,3번,172.0,"2호선,공항철도,경의중앙선",2.0
21,로쏘 1924 나폴리 화덕피자 홍대점,피자,서울 마포구 홍익로 29 1층 로쏘 1924 나폴리 화덕피자,4.68,공수한 재료로 만든 홍대화덕피자 홍대피자,"네이버페이,네이버예약,네이버주문,배달,네이버톡톡,쿠폰",홍대입구역,9번,203.0,"2호선,공항철도,경의중앙선",3.0
22,사쿠라테이엔 합정점,이자카야,서울 마포구 독막로7길 27 1층,4.85,,"네이버예약,네이버톡톡",상수역,1번,535.0,6호선,7.0
23,빌리프커피로스터스,"카페,디저트",서울 마포구 양화로11길 50 1층,4.4,무한도전 빅뱅촬영카페 분위기 좋고 커피,배달,합정역,2번,237.0,"2호선,6호선",3.0
24,육몽 홍대본점,"육류,고기요리",서울 마포구 양화로16길 19 1-3층,4.73,,"네이버예약,네이버톡톡",홍대입구역,9번,470.0,"2호선,공항철도,경의중앙선",6.0
25,졸리연남,"스파게티,파스타전문",서울 마포구 연희로1길 52 가동 101호 졸리연남,4.48,,"네이버예약,네이버톡톡",홍대입구역,3번,397.0,"2호선,공항철도,경의중앙선",5.0
26,커먼독 연남본점,양식,서울 마포구 연희로1길 40-3 1층,,,"네이버페이,네이버주문,네이버톡톡",홍대입구역,3번,366.0,"2호선,공항철도,경의중앙선",5.0
27,피자네버슬립스,피자,서울 마포구 양화로6길 73 4층 피자네버슬립스,4.57,,,합정역,6번,424.0,"2호선,6호선",5.0
28,아오이토리,베이커리,서울 마포구 와우산로29길 8 K.C빌딩,4.45,야끼소바빵과 명란바게트가 맛있는 내사랑 홍대 빵집,,홍대입구역,7번,374.0,"2호선,공항철도,경의중앙선",5.0
29,금별맥주 홍대직영점,"맥주,호프","서울 마포구 독막로7길 63 ,1층",4.5,홍대 펍 금별맥주 가성비 좋은 합정역 술집,,합정역,3번,500.0,"2호선,6호선",6.0
30,광야,이탈리아음식,서울 마포구 월드컵북로4길 82 1층 광야,4.58,,"네이버예약,네이버톡톡",홍대입구역,2번,321.0,"2호선,공항철도,경의중앙선",4.0
31,카페 공명 연남점,"카페,디저트",서울 마포구 연희로 11 1층 카페 공명,4.5,,네이버페이,홍대입구역,3번,231.0,"2호선,공항철도,경의중앙선",3.0
32,하이디라오 홍대점,중식당,서울 마포구 양화로 176 동교동 와이즈파크 5층,4.61,,네이버예약,홍대입구역,8번,80.0,"2호선,공항철도,경의중앙선",1.0
33,합정공감,이자카야,서울 마포구 양화로6길 49 2F,,,,합정역,6번,305.0,"2호선,6호선",4.0
34,홍대씨부엉,떡볶이,서울 마포구 와우산로21길 28-6,4.51,,네이버톡톡,홍대입구역,9번,578.0,"2호선,공항철도,경의중앙선",7.0
35,라헬의부엌 홍대점,"카페,디저트","서울 마포구 와우산로29길 47 1,2층",4.5,,,홍대입구역,7번,219.0,"2호선,공항철도,경의중앙선",3.0
36,스케줄합정,양식,서울 마포구 양화로6길 33 1층,4.39,,,합정역,5번,183.0,"2호선,6호선",2.0
37,카와카츠 본점,돈가스,서울 마포구 동교로 126 1층 102호,,,,합정역,2번,614.0,"2호선,6호선",8.0
38,동두천솥뚜껑삼겹살 합정점,돼지고기구이,서울 마포구 양화로6길 39 1층,,,,합정역,6번,247.0,"2호선,6호선",3.0
39,카미야,일식당,서울 마포구 와우산로21길 28-6,4.47,재학생이 추천하는 홍대 존맛 맛집,,홍대입구역,9번,578.0,"2호선,공항철도,경의중앙선",7.0
40,정돈 홍대점,돈가스,서울 마포구 어울마당로 46,4.53,홍대맛집 친절하고 맛있는 등심돈카츠카레,,상수역,1번,327.0,6호선,4.0
41,테이커테이블,이탈리아음식,서울 마포구 동교로30길 6 반계단 위 1층,4.97,,네이버예약,홍대입구역,3번,310.0,"2호선,공항철도,경의중앙선",4.0
42,카밀로 라자네리아,양식,서울 마포구 동교로12길 41,,,,합정역,9번,325.0,"2호선,6호선",4.0
43,평이담백 뼈칼국수 본점,"칼국수,만두",서울 마포구 양화로7길 84,4.29,평이담백뼈칼국수 모두가 인정하는 합정맛집,,망원역,1번,423.0,6호선,5.0
44,코테츠,일식당,서울 마포구 독막로3길 28-17 1층 102호,4.44,합정 오코노미야끼 퀄리티에 놀란 곳,,합정역,3번,351.0,"2호선,6호선",4.0
45,샌드커피 논탄토 연남,카페,서울 마포구 동교로 212-16,4.49,,,홍대입구역,3번,183.0,"2호선,공항철도,경의중앙선",2.0
46,고기꾼김춘배 홍대본점,"육류,고기요리",서울 마포구 홍익로3길 36 3층,4.51,홍대 삼겹살 맛집으로 유명한 고기꾼 김춘배 소고기,네이버예약,홍대입구역,9번,445.0,"2호선,공항철도,경의중앙선",6.0
47,멘야산다이메 본점,일본식라면,서울 마포구 홍익로5안길 24,4.32,,,홍대입구역,9번,386.0,"2호선,공항철도,경의중앙선",5.0
48,카레시,카레,서울 마포구 독막로9길 31 1층,,,,상수역,1번,476.0,6호선,6.0
49,산리오 러버스 클럽,카페,서울 마포구 와우산로19길 18 산리오 러버스 클럽,4.48,,,상수역,1번,460.0,6호선,6.0
50,비스트로사랑방,"스파게티,파스타전문","서울 마포구 와우산로15길 40 BISTRO 사랑방 , 2층",4.54,,"네이버예약,네이버톡톡",상수역,1번,247.0,6호선,3.0
51,어메이징농카이,태국음식,서울 마포구 동교로 156-11 1층,4.49,태국사람 갓세븐 뱀뱀도 극찬한 홍대 태국음식 맛집,배달,홍대입구역,1번,360.0,"2호선,공항철도,경의중앙선",4.0
52,바다애 홍대본점,생선회,서울 마포구 동교로 128 1층,4.54,,배달,합정역,2번,609.0,"2호선,6호선",8.0
53,배터리88 홍대점,요리주점,서울 마포구 와우산로19길 6 1층,4.4,홍대 루프탑에서 밤새놀수있는 갬성포차,"네이버예약,네이버톡톡",상수역,2번,422.0,6호선,5.0
54,스시오 블랙컨테이너,"일식,초밥뷔페",서울 마포구 어울마당로 100-6 1층,,홍대스시오에서 초밥 무한리필 즐기고 대왕연어초밥,,홍대입구역,9번,349.0,"2호선,공항철도,경의중앙선",4.0
55,소코아 홍대점,카레,서울 마포구 와우산로15길 49 1층 소코아 홍대점,4.6,,,상수역,1번,226.0,6호선,3.0
56,필로베이커리,"카페,디저트",서울 마포구 홍익로2길 27-22 2층,4.79,,"네이버페이,네이버톡톡",홍대입구역,9번,206.0,"2호선,공항철도,경의중앙선",3.0
57,또보겠지떡볶이집 호호시스터점,분식,서울 마포구 양화로6길 45 2층,4.56,홍대맛집 합정역 또보겠지 떡볶이 호호시스터즈점,,합정역,6번,286.0,"2호선,6호선",4.0
58,연남어부,생선회,서울 마포구 동교로 220 1층,4.49,초신상 젊은감각이 돋보이는 횟집,네이버예약,홍대입구역,3번,220.0,"2호선,공항철도,경의중앙선",3.0
59,무쏘 홍대입구역점,소고기구이,서울 마포구 어울마당로 131 지층,4.58,홍대맛집베스트10 8천원의 행복으로 즐기는 연탄고추장불고기,,홍대입구역,8번,169.0,"2호선,공항철도,경의중앙선",2.0
60,하카타나카,일식당,서울 마포구 와우산로23길 50 2F,4.45,오오기상이 추천해줘서 믿을수있는 일본 밥집,,홍대입구역,9번,142.0,"2호선,공항철도,경의중앙선",2.0
61,부탄츄 홍대본점,일본식라면,서울 마포구 와우산로35길 75 1층 부탄츄,4.24,홍대 일본라멘 부탄츄에서 진한 돈코츠라멘,,홍대입구역,7번,114.0,"2호선,공항철도,경의중앙선",1.0
62,또보겠지떡볶이집 붕붕허니비점,분식,서울 마포구 양화로19길 22-25 2층,4.58,,"네이버페이,네이버주문",홍대입구역,3번,148.0,"2호선,공항철도,경의중앙선",2.0
63,해피베어데이 본점,"카페,디저트",서울 마포구 양화로12길 16-6 1층,4.76,,"네이버페이,네이버예약",합정역,3번,269.0,"2호선,6호선",3.0
64,OBPC 연남본점,피자,서울 마포구 양화로23길 40 1층,,생방송투데이 밥상 같은 피자 물김치 골목빵집,,홍대입구역,3번,251.0,"2호선,공항철도,경의중앙선",3.0
65,리밀앤밀리,"카페,디저트",서울 마포구 동교로22길 21 1층,4.76,,"네이버페이,네이버주문,네이버톡톡",홍대입구역,1번,513.0,"2호선,공항철도,경의중앙선",6.0
66,버터베이커리,베이커리,서울 마포구 동교로 226,4.57,,,홍대입구역,3번,241.0,"2호선,공항철도,경의중앙선",3.0
67,신미경홍대닭갈비,닭갈비,서울 마포구 와우산로21길 31-10 1층,4.48,홍대맛집 세계로 뻗어나가는 신미경 닭갈비,"네이버페이,네이버예약,배달",홍대입구역,9번,579.0,"2호선,공항철도,경의중앙선",7.0
68,이츠모라멘,일본식라면,서울 마포구 와우산로23길 18-7 2층 202호,4.48,,,홍대입구역,9번,335.0,"2호선,공항철도,경의중앙선",4.0
69,토끼정 홍대,일식당,서울 마포구 잔다리로2길 13 1층~3층,4.53,,"네이버예약,네이버톡톡",합정역,3번,565.0,"2호선,6호선",7.0
70,서교주담 합정,요리주점,서울 마포구 어울마당로5길 46 1층 서교주담 합정,4.75,연남동 합정동 술집 매실주 맛있는 전통주점,,합정역,3번,348.0,"2호선,6호선",4.0
71,티와이티디,"카페,디저트",서울 마포구 양화로19길 22-8 1층 tytd,,,,홍대입구역,3번,179.0,"2호선,공항철도,경의중앙선",2.0
72,943 킹스크로스CAFE,"카페,디저트",서울 마포구 양화로16길 24 1층~4층,4.26,해리포터 카페 943킹스크로스 이색 데이트하기 좋은 곳,,홍대입구역,9번,495.0,"2호선,공항철도,경의중앙선",6.0
73,불떡클럽 연남본점,떡볶이,서울 마포구 양화로23길 30 2층,,,,홍대입구역,3번,206.0,"2호선,공항철도,경의중앙선",3.0
74,언더플로어,"카페,디저트",서울 마포구 동교로 232 지하1층,4.73,,,홍대입구역,3번,262.0,"2호선,공항철도,경의중앙선",3.0
75,멘야하나비 합정점,일본식라면,서울 마포구 잔다리로7안길 14 1층,4.49,,,합정역,2번,228.0,"2호선,6호선",3.0
76,청년화로1987,"육류,고기요리",서울 마포구 동교로 219 1층 청년화로1987,4.55,연남동 삼겹살 맛있는 연트럴파크 맛집,,홍대입구역,3번,278.0,"2호선,공항철도,경의중앙선",3.0
77,진진,중식당,서울 마포구 잔다리로 123 1층,,,네이버예약,망원역,1번,482.0,6호선,6.0
78,모센즈스위트,"카페,디저트",서울 마포구 어울마당로 51-1 1층,4.66,달달한 아랍디저트 카이막 먹으러 홍대카페,배달,상수역,1번,404.0,6호선,5.0
79,JASE,바(BAR),서울 마포구 와우산로19길 6-11 2층,,술집 분위기와 가성비가 좋은 칵테일바,,상수역,2번,470.0,6호선,6.0
80,히츠지야,일식당,서울 마포구 독막로3길 21 1층 히츠지야,4.82,,,합정역,3번,241.0,"2호선,6호선",3.0
81,부산집 홍대본점,"오뎅,꼬치",서울 마포구 와우산로38길 4 지층 공원안 부산집,4.41,,,홍대입구역,6번,232.0,"2호선,공항철도,경의중앙선",3.0
82,미도인 홍대,양식,서울 마포구 잔다리로2길 19 1층,4.5,홍대 스테이크 l 줄서서 먹는 대창곱창덮밥,,합정역,3번,568.0,"2호선,6호선",7.0
83,합정광안리 본점,생선회,서울 마포구 독막로3길 38 광안리,4.46,,"네이버예약,네이버톡톡",합정역,3번,327.0,"2호선,6호선",4.0
84,청기와타운 홍대점,"육류,고기요리",서울 마포구 양화로 128 1층,,,네이버예약,홍대입구역,9번,265.0,"2호선,공항철도,경의중앙선",3.0
85,파리아저씨,요리주점,서울 마포구 홍익로5안길 42 세븐일레븐 옆,4.55,,"네이버페이,네이버예약,네이버주문",홍대입구역,9번,504.0,"2호선,공항철도,경의중앙선",6.0
86,연남물갈비,"육류,고기요리",서울 마포구 동교로25길 37 1층,4.49,,네이버톡톡,홍대입구역,1번,387.0,"2호선,공항철도,경의중앙선",5.0
87,띵크프룻,"카페,디저트",서울 마포구 와우산로29길 14-12 1층,,,,홍대입구역,7번,281.0,"2호선,공항철도,경의중앙선",4.0
88,청돈옥,"육류,고기요리",서울 마포구 잔다리로6길 10 1층 청돈옥,,,"네이버예약,네이버톡톡,쿠폰",합정역,3번,440.0,"2호선,6호선",6.0
89,들풀한상,한식,서울 마포구 동교로 156-5,4.36,홍대 한정식을 찾는다면 들풀 서교동점 달맞이정식,배달,홍대입구역,1번,403.0,"2호선,공항철도,경의중앙선",5.0
90,둥지닭볶음탕,닭볶음탕,서울 마포구 와우산로29마길 16 둥지닭볶음탕 홍대점,4.51,새둥지 위에 닭이랑 병아리 올라간 둥지닭볶음탕,배달,홍대입구역,7번,248.0,"2호선,공항철도,경의중앙선",3.0
91,비포블루밍,"카페,디저트",서울 마포구 양화로23길 28 3층,4.57,,"네이버페이,네이버예약,네이버톡톡",홍대입구역,3번,197.0,"2호선,공항철도,경의중앙선",2.0
92,도식화,"카페,디저트",서울 마포구 와우산로17길 19-9 1층,,,,상수역,1번,350.0,6호선,4.0
93,하와이킴,"카페,디저트",서울 마포구 와우산로 147 1층,,,"네이버톡톡,쿠폰",홍대입구역,6번,456.0,"2호선,공항철도,경의중앙선",6.0
94,퀜치커피,카페,서울 마포구 동교로12안길 9 . 1층,4.71,,,망원역,1번,369.0,6호선,5.0
95,중화복춘 공원,중식당,서울 마포구 동교로 220-7 101호,4.44,연남동 중식당 중국에서도 먹힐만한 중화요리,,홍대입구역,3번,172.0,"2호선,공항철도,경의중앙선",2.0
96,천이오겹살 합정본점,"육류,고기요리",서울 마포구 양화로7길 12,4.28,합정 맛집 밥블레스유 이영자가 극찬한 냉동삼겹살,,합정역,2번,82.0,"2호선,6호선",1.0
97,이치류 홍대본점,양갈비,서울 마포구 잔다리로3안길 44,4.56,,,합정역,3번,357.0,"2호선,6호선",4.0
98,정든집,"오뎅,꼬치",서울 마포구 잔다리로 20-13,4.33,홍대 하이볼이 맛있는 오뎅바,,합정역,3번,571.0,"2호선,6호선",7.0
99,남산호랭이,"스파게티,파스타전문",서울 마포구 잔다리로 25 1층,,,,합정역,3번,483.0,"2호선,6호선",6.0
100,긴자료코 본점,돈가스,서울 마포구 홍익로2길 43,4.51,,,홍대입구역,9번,250.0,"2호선,공항철도,경의중앙선",3.0
101,우동가조쿠,"우동,소바",서울 마포구 양화로19길 18 화성빌딩 1층,4.55,식감이 살아서 움직이는 가조쿠우동,네이버톡톡,홍대입구역,2번,192.0,"2호선,공항철도,경의중앙선",2.0
102,코노미,일식당,서울 마포구 잔다리로6길 28,,야끼소바에 맥주 가성비좋은 홍대 술집,,합정역,3번,530.0,"2호선,6호선",7.0
103,고쿠텐 홍대점,일식당,서울 마포구 월드컵북로4길 26 1층,4.47,홍대텐동 수요미식회에 나온 고쿠텐 여기 진짜 맛집,,홍대입구역,1번,248.0,"2호선,공항철도,경의중앙선",3.0
104,장인닭갈비 홍대점,닭갈비,서울 마포구 어울마당로 111-1 1층,,,,홍대입구역,9번,173.0,"2호선,공항철도,경의중앙선",2.0
105,키움초밥,"초밥,롤",서울 마포구 잔다리로 77 대창빌딩,,인스타그램에서 유명한 홍대 스시맛집,,합정역,2번,523.0,"2호선,6호선",7.0
106,시나모롤 스위트카페,"카페,디저트",서울 마포구 양화로 188 홍대 AK& 2층,,,,홍대입구역,5번,9.0,"2호선,공항철도,경의중앙선",0.0
107,우마담,"육류,고기요리",서울 마포구 독막로3길 30 2층 우마담,4.56,한우 오마카세를 합리적으로 즐기는 곳,네이버톡톡,합정역,3번,296.0,"2호선,6호선",4.0
108,홍스쭈꾸미 홍대본점,주꾸미요리,서울 마포구 어울마당로 146,4.44,맛있는 알마니볶음밥을 꼭 먹어야 하는 홍대쭈꾸미 맛집,,홍대입구역,7번,170.0,"2호선,공항철도,경의중앙선",2.0
109,판모당,일식당,서울 마포구 와우산로32길 31-8 1층,,,네이버예약,서강대역,2번,372.0,경의중앙선,5.0
110,디어다온,"카페,디저트",서울 마포구 연희로1길 28 101호 디어다온,,,,홍대입구역,3번,289.0,"2호선,공항철도,경의중앙선",4.0
111,카페꼼마&얀 쿠브레 동교점,"카페,디저트",서울 마포구 양화로21길 23,4.33,,"네이버페이,네이버예약",홍대입구역,3번,85.0,"2호선,공항철도,경의중앙선",1.0
112,온미동 연남,일식당,서울 마포구 월드컵북로4길 95 단독주택,4.54,,네이버예약,홍대입구역,3번,282.0,"2호선,공항철도,경의중앙선",4.0
113,야키토리 나루토 오모테나시,"일식튀김,꼬치",서울 마포구 독막로5길 17 1층 나루토 오모테나시,5.0,,네이버예약,합정역,6번,434.0,"2호선,6호선",5.0
114,그동네떡볶이 홍대본점,종합분식,서울 마포구 와우산로27길 14 그동네떡볶이,4.53,치즈폭포떡볶이가 맛있는 홍대 뚝배기,,홍대입구역,7번,450.0,"2호선,공항철도,경의중앙선",6.0
115,라 룬 비올렛,프랑스음식,서울 마포구 월드컵북로4길 13 1층,4.8,프렌치비스트로 찾는다면 연남동맛집,,홍대입구역,1번,314.0,"2호선,공항철도,경의중앙선",4.0
116,공상온도,"카페,디저트",서울 마포구 동교로23길 40 지하,4.43,,"네이버페이,네이버예약,네이버톡톡",홍대입구역,1번,451.0,"2호선,공항철도,경의중앙선",6.0
117,냉장고 합정점,돼지고기구이,서울 마포구 양화로6길 99-10 1층,4.76,합정 상수 분위기좋은 삼겹살 목살 맛집,"네이버페이,네이버주문",상수역,1번,378.0,6호선,5.0
118,연남주막1987,"전통,민속주점",서울 마포구 동교로 212-5 1층,4.51,,,홍대입구역,3번,204.0,"2호선,공항철도,경의중앙선",3.0
119,멧라운지,"카페,디저트",서울 마포구 어울마당로5길 42 1층 멧라운지 metlounge,4.55,합정역 나만알고 싶은 조용한 카페,,합정역,3번,363.0,"2호선,6호선",5.0
120,하와이조개 홍대점,조개요리,서울 마포구 와우산로21길 19-8 태경빌딩 지하 1층,,,"네이버예약,네이버톡톡,쿠폰",상수역,2번,536.0,6호선,7.0
121,합정 지튼,"카페,디저트",서울 마포구 양화로11길 42 1층,,합정 데이트 스콘이 맛있는 감성 맛집,,합정역,2번,232.0,"2호선,6호선",3.0
122,콜린,"카페,디저트",서울 마포구 어울마당로 45,4.49,분위기 좋고 음료가 맛있는 홍대 플라워 카페,,상수역,1번,393.0,6호선,5.0
123,삼다코지,"카페,디저트",서울 마포구 독막로9길 34 1층,,,네이버톡톡,상수역,1번,493.0,6호선,6.0
124,매운집,"찌개,전골",서울 마포구 독막로3길 25 1층,,,네이버예약,합정역,3번,266.0,"2호선,6호선",3.0
125,연남쌀국수 똣,베트남음식,서울 마포구 연희로1길 15 1층,4.69,,"네이버예약,네이버톡톡",홍대입구역,3번,226.0,"2호선,공항철도,경의중앙선",3.0
126,마포곱창타운 연남점,"곱창,막창,양",서울 마포구 동교로27길 20,4.48,클레버티비 교육받는 사이 다녀온 마포홍대 곱창,,홍대입구역,2번,314.0,"2호선,공항철도,경의중앙선",4.0
127,오리지널시카고피자 홍대본점,피자,서울 마포구 독막로7길 51 3층,4.3,홍대피자는 역시 치즈가 흘러넘치는 오리지널 시카고피자,"네이버페이,네이버주문,배달",합정역,3번,452.0,"2호선,6호선",6.0
128,유경당 연남점,퓨전음식,서울 마포구 와우산로37길 7 2층,4.36,,,홍대입구역,6번,171.0,"2호선,공항철도,경의중앙선",2.0
129,포36거리 홍대점,베트남음식,서울 마포구 독막로3길 29 화이트하우스 1층,4.53,,,합정역,3번,286.0,"2호선,6호선",4.0
130,히트커피로스터스 서교,"카페,디저트",서울 마포구 동교로 146 관양빌딩 1층 카페,4.63,,,홍대입구역,1번,477.0,"2호선,공항철도,경의중앙선",6.0
131,프리모바치오바치 홍대본점,이탈리아음식,서울 마포구 와우산로23길 44,4.39,홍대 파스타 리조또 맛있는 곳,,홍대입구역,9번,161.0,"2호선,공항철도,경의중앙선",2.0
132,더리얼치즈버거,햄버거,서울 마포구 와우산로29길 48-29 1층,4.58,,,홍대입구역,7번,137.0,"2호선,공항철도,경의중앙선",2.0
133,멘야준,일본식라면,서울 마포구 동교로 128,4.57,홍대와 합정근처에서 맛있는 시오라멘전문점,,합정역,2번,609.0,"2호선,6호선",8.0
134,남북통일,만두,서울 마포구 동교로18길 37,4.49,,,합정역,2번,432.0,"2호선,6호선",5.0
135,알디프 티 바,홍차전문점,서울 마포구 와우산로35길 19 B1-1F 알디프,4.82,,"네이버페이,네이버예약",홍대입구역,7번,266.0,"2호선,공항철도,경의중앙선",3.0
136,이미커피,"카페,디저트",서울 마포구 동교로25길 7 1층,4.76,,,홍대입구역,1번,242.0,"2호선,공항철도,경의중앙선",3.0
137,원더하우스,"카페,디저트",서울 마포구 와우산로15길 34 1.5층,,,,상수역,1번,233.0,6호선,3.0
138,마녀주방 홍대점,이탈리아음식,서울 마포구 와우산로21길 36-10,4.48,,네이버예약,홍대입구역,9번,462.0,"2호선,공항철도,경의중앙선",6.0
139,미스타교자,중식당,서울 마포구 동교로 106 1층 102호,,,,망원역,1번,417.0,6호선,5.0
140,영동 감자탕,감자탕,"서울 마포구 월드컵북로5길 17 서교동, 영동감자탕",4.57,,,홍대입구역,1번,592.0,"2호선,공항철도,경의중앙선",7.0
141,세상끝의라멘,일본식라면,서울 마포구 양화로7길 6-5,4.55,,,합정역,2번,97.0,"2호선,6호선",1.0
142,어썸마운틴,카페,서울 마포구 연희로 17 1층 어썸마운틴,4.83,,,홍대입구역,3번,288.0,"2호선,공항철도,경의중앙선",4.0
143,기요한,일식당,서울 마포구 동교로12길 3 1층기요한,4.64,가성비 합정 카이센동이 눈물나게 맛있는 곳,,망원역,1번,289.0,6호선,4.0
144,베어스덴베이커리,베이커리,서울 마포구 양화로23길 10-9 1층 베어스덴베이커리,4.46,비주얼 예쁜 빵을 파는 가게 연남동빵집,"네이버페이,네이버주문",홍대입구역,3번,152.0,"2호선,공항철도,경의중앙선",2.0
145,무쇠김치삼겹 홍대점,돼지고기구이,서울 마포구 와우산로21길 20-5 1층 무쇠김치삼겹 홍대점,4.4,,,홍대입구역,9번,495.0,"2호선,공항철도,경의중앙선",6.0
